Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3,Resume score,prediction
945,Providence College,2.24,Phd,Providence,N/A,N/A,0,0,4,Data Scientist,03/14,02/16,N/A,N/A,N/A,N/A,N/A,N/A,9.87,0
946,Providence College,2.25,Bachelors,Providence,M,0,1,1,0,Data Scientist,07/16,07/18,N/A,N/A,N/A,N/A,N/A,N/A,8.4,0
947,Providence College,3.7,Masters,Providence,M,0,1,1,4,Data Scientist,10/21,06/22,N/A,N/A,N/A,N/A,N/A,N/A,4.21,1
948,Providence College,2.69,Masters,Providence,M,N/A,0,0,2,Data Scientist,03/14,10/14,N/A,N/A,N/A,N/A,N/A,N/A,8.49,1
949,Providence College,2.06,Phd,Providence,N/A,0,1,N/A,4,Data Scientist,08/14,03/15,N/A,N/A,N/A,N/A,N/A,N/A,0.98,0
950,Providence College,2.1,Bachelors,Providence,F,N/A,1,0,3,Data Scientist,08/16,11/16,N/A,N/A,N/A,N/A,N/A,N/A,6.6,0
951,Providence College,2.28,Masters,Providence,N/A,0,1,N/A,4,Data Scientist,12/18,05/20,N/A,N/A,N/A,N/A,N/A,N/A,7.97,0
952,Providence College,2.43,Masters,Providence,F,N/A,1,1,4,Data Scientist,04/16,12/17,N/A,N/A,N/A,N/A,N/A,N/A,6.48,0
953,Providence College,3.33,Phd,Providence,N/A,1,0,1,1,Data Scientist,08/17,10/18,N/A,N/A,N/A,N/A,N/A,N/A,9.98,0
954,Providence College,2.31,Phd,Providence,F,1,0,N/A,3,Data Scientist,02/19,09/20,N/A,N/A,N/A,N/A,N/A,N/A,2.53,0
955,Providence College,2.24,Masters,Providence,N/A,1,1,0,0,Data Scientist,02/19,01/21,N/A,N/A,N/A,N/A,N/A,N/A,1.36,0
956,Providence College,3.53,Masters,Providence,N/A,0,0,1,4,Data Scientist,12/18,10/20,N/A,N/A,N/A,N/A,N/A,N/A,5.59,0
957,Providence College,3.34,Bachelors,Providence,F,N/A,0,N/A,3,Data Scientist,05/21,03/23,N/A,N/A,N/A,N/A,N/A,N/A,4.54,0
958,Providence College,2.87,Masters,Providence,F,N/A,0,N/A,0,Data Scientist,12/19,09/21,N/A,N/A,N/A,N/A,N/A,N/A,0.63,1
959,Providence College,3.1,Masters,Providence,F,1,0,0,3,Data Scientist,04/17,08/18,N/A,N/A,N/A,N/A,N/A,N/A,9.08,0
960,Providence College,2.62,Phd,Providence,F,1,0,N/A,1,Data Scientist,02/20,03/21,N/A,N/A,N/A,N/A,N/A,N/A,6.94,0
961,Providence College,2.97,Masters,Providence,F,1,0,N/A,0,Data Scientist,12/19,01/21,N/A,N/A,N/A,N/A,N/A,N/A,4.15,0
962,Providence College,3.01,Phd,Providence,F,N/A,1,0,0,Data Scientist,04/21,01/22,N/A,N/A,N/A,N/A,N/A,N/A,5.82,1
963,Providence College,2.77,Masters,Providence,F,1,1,1,4,Data Scientist,10/17,10/18,N/A,N/A,N/A,N/A,N/A,N/A,9.79,0
964,Providence College,3.81,Masters,Providence,F,0,0,1,2,Data Scientist,11/17,09/19,N/A,N/A,N/A,N/A,N/A,N/A,7.0,0
965,Providence College,2.03,Masters,Providence,N/A,1,0,1,0,Data Scientist,02/17,09/18,N/A,N/A,N/A,N/A,N/A,N/A,4.84,0
966,Providence College,3.56,Bachelors,Providence,F,1,0,N/A,0,Data Scientist,03/16,11/16,N/A,N/A,N/A,N/A,N/A,N/A,7.91,0
967,Providence College,2.25,Phd,Providence,F,N/A,1,N/A,1,Data Scientist,02/20,01/22,N/A,N/A,N/A,N/A,N/A,N/A,6.98,0
968,Providence College,3.6,Bachelors,Providence,N/A,0,1,0,1,Data Scientist,07/21,10/21,N/A,N/A,N/A,N/A,N/A,N/A,6.4,0
969,Providence College,3.23,Masters,Providence,N/A,N/A,1,N/A,1,Data Scientist,03/15,03/16,N/A,N/A,N/A,N/A,N/A,N/A,2.96,0
970,Providence College,3.69,Bachelors,Providence,M,0,1,N/A,4,Data Scientist,06/17,01/19,N/A,N/A,N/A,N/A,N/A,N/A,4.23,1
971,Providence College,2.2,Phd,Providence,M,0,1,1,0,Data Scientist,04/18,05/19,N/A,N/A,N/A,N/A,N/A,N/A,1.67,0
972,Providence College,3.12,Masters,Providence,F,1,1,N/A,1,Data Scientist,08/19,12/20,N/A,N/A,N/A,N/A,N/A,N/A,8.67,0
973,Providence College,3.0,Bachelors,Providence,F,1,0,N/A,1,Data Scientist,11/14,03/16,N/A,N/A,N/A,N/A,N/A,N/A,3.8,0
974,Providence College,3.41,Bachelors,Providence,M,N/A,1,N/A,3,Data Scientist,07/19,10/20,N/A,N/A,N/A,N/A,N/A,N/A,4.37,1
975,Providence College,3.07,Phd,Providence,M,N/A,1,0,3,Data Scientist,06/15,01/17,N/A,N/A,N/A,N/A,N/A,N/A,4.64,0
976,Providence College,3.08,Bachelors,Providence,F,N/A,1,N/A,1,Data Scientist,12/19,11/20,N/A,N/A,N/A,N/A,N/A,N/A,9.03,0
977,Providence College,2.86,Phd,Providence,M,0,0,0,4,Data Scientist,03/17,08/18,N/A,N/A,N/A,N/A,N/A,N/A,6.67,1
978,Providence College,2.62,Masters,Providence,F,N/A,1,1,2,Data Scientist,09/18,12/19,N/A,N/A,N/A,N/A,N/A,N/A,7.97,0
979,Providence College,2.96,Masters,Providence,N/A,0,0,N/A,3,Data Scientist,03/20,01/22,N/A,N/A,N/A,N/A,N/A,N/A,5.41,0
980,Providence College,2.24,Bachelors,Providence,N/A,0,0,0,3,Data Scientist,05/20,02/21,N/A,N/A,N/A,N/A,N/A,N/A,9.77,0
981,Providence College,3.92,Masters,Providence,M,0,1,1,0,Data Scientist,04/15,10/15,N/A,N/A,N/A,N/A,N/A,N/A,1.63,1
982,Providence College,3.43,Masters,Providence,N/A,0,1,N/A,0,Data Scientist,11/18,04/20,N/A,N/A,N/A,N/A,N/A,N/A,1.16,0
983,Providence College,3.9,Bachelors,Providence,N/A,0,1,0,1,Data Scientist,09/17,07/19,N/A,N/A,N/A,N/A,N/A,N/A,7.43,0
984,Providence College,2.45,Masters,Providence,N/A,1,0,0,0,Data Scientist,04/18,08/19,N/A,N/A,N/A,N/A,N/A,N/A,0.47,0
985,Providence College,3.76,Bachelors,Providence,N/A,0,1,1,0,Data Scientist,08/17,03/19,N/A,N/A,N/A,N/A,N/A,N/A,4.71,0
986,Providence College,3.62,Phd,Providence,F,0,0,N/A,2,Data Scientist,01/15,11/16,N/A,N/A,N/A,N/A,N/A,N/A,3.75,1
987,Providence College,3.35,Phd,Providence,F,1,0,N/A,4,Data Scientist,04/16,08/16,N/A,N/A,N/A,N/A,N/A,N/A,3.67,1
988,Providence College,3.25,Phd,Providence,M,1,1,N/A,1,Data Scientist,06/17,06/18,N/A,N/A,N/A,N/A,N/A,N/A,3.28,0
989,Providence College,2.63,Bachelors,Providence,N/A,1,1,0,2,Data Scientist,02/16,08/17,N/A,N/A,N/A,N/A,N/A,N/A,9.44,0
990,Providence College,3.63,Bachelors,Providence,N/A,N/A,1,N/A,1,Data Scientist,02/17,10/17,N/A,N/A,N/A,N/A,N/A,N/A,8.38,0
991,Providence College,3.0,Masters,Providence,N/A,N/A,0,0,4,Data Scientist,11/14,06/16,N/A,N/A,N/A,N/A,N/A,N/A,2.61,0
992,Providence College,2.14,Masters,Providence,M,0,1,0,1,Data Scientist,10/19,08/20,N/A,N/A,N/A,N/A,N/A,N/A,6.3,1
993,Providence College,2.63,Masters,Providence,F,0,0,1,0,Data Scientist,05/19,01/21,N/A,N/A,N/A,N/A,N/A,N/A,6.65,1
994,Providence College,3.87,Masters,Providence,N/A,0,1,0,4,Data Scientist,10/19,05/21,N/A,N/A,N/A,N/A,N/A,N/A,2.88,0
995,Providence College,3.7,Masters,Providence,F,0,0,1,2,Data Scientist,09/19,02/20,N/A,N/A,N/A,N/A,N/A,N/A,1.77,1
996,Providence College,3.96,Bachelors,Providence,M,1,1,1,2,Data Scientist,12/19,08/20,N/A,N/A,N/A,N/A,N/A,N/A,9.05,0
997,Providence College,3.26,Bachelors,Providence,F,N/A,1,N/A,3,Data Scientist,03/20,01/22,N/A,N/A,N/A,N/A,N/A,N/A,8.4,1
998,Providence College,2.5,Phd,Providence,N/A,1,0,1,2,Data Scientist,06/21,02/22,N/A,N/A,N/A,N/A,N/A,N/A,2.43,0
999,Providence College,2.33,Phd,Providence,F,N/A,0,N/A,3,Data Scientist,05/19,09/19,N/A,N/A,N/A,N/A,N/A,N/A,6.07,0
1000,Providence College,2.37,Phd,Providence,F,1,1,1,0,Data Scientist,07/19,04/20,N/A,N/A,N/A,N/A,N/A,N/A,7.14,1
1001,Providence College,2.04,Phd,Providence,M,0,0,0,2,Data Scientist,05/14,08/14,N/A,N/A,N/A,N/A,N/A,N/A,1.34,1
1002,Providence College,2.78,Bachelors,Providence,M,N/A,0,N/A,4,Data Scientist,08/21,05/23,N/A,N/A,N/A,N/A,N/A,N/A,1.3,0
1003,Providence College,2.38,Bachelors,Providence,M,0,0,0,3,Data Scientist,10/21,08/23,N/A,N/A,N/A,N/A,N/A,N/A,3.24,1
1004,Providence College,2.82,Bachelors,Providence,M,N/A,0,N/A,2,Data Scientist,05/17,02/19,N/A,N/A,N/A,N/A,N/A,N/A,5.6,0
1005,Providence College,3.87,Masters,Providence,F,N/A,1,0,0,Data Scientist,04/19,04/21,N/A,N/A,N/A,N/A,N/A,N/A,6.47,0
1006,Providence College,2.86,Masters,Providence,F,0,0,1,4,Data Scientist,07/18,11/19,N/A,N/A,N/A,N/A,N/A,N/A,7.81,1
1007,Providence College,3.76,Phd,Providence,M,0,1,N/A,4,Data Scientist,01/15,07/15,N/A,N/A,N/A,N/A,N/A,N/A,3.14,0
1008,Providence College,3.21,Masters,Providence,M,0,1,N/A,0,Data Scientist,01/17,06/18,N/A,N/A,N/A,N/A,N/A,N/A,6.5,1
1009,Providence College,2.49,Bachelors,Providence,N/A,1,1,N/A,2,Data Scientist,10/20,04/22,N/A,N/A,N/A,N/A,N/A,N/A,9.18,0
1010,Providence College,2.71,Phd,Providence,N/A,N/A,0,1,1,Data Scientist,12/21,08/22,N/A,N/A,N/A,N/A,N/A,N/A,7.85,0
1011,Providence College,2.17,Phd,Providence,M,N/A,1,0,2,Data Scientist,12/15,04/17,N/A,N/A,N/A,N/A,N/A,N/A,6.5,1
1012,Providence College,2.67,Masters,Providence,F,N/A,1,1,3,Data Scientist,05/15,01/17,N/A,N/A,N/A,N/A,N/A,N/A,1.52,0
1013,Providence College,3.36,Phd,Providence,M,0,1,1,3,Data Scientist,03/20,09/21,N/A,N/A,N/A,N/A,N/A,N/A,5.19,1
1014,Providence College,2.14,Masters,Providence,F,N/A,1,1,2,Data Scientist,02/19,10/19,N/A,N/A,N/A,N/A,N/A,N/A,0.51,1
1015,Providence College,2.41,Masters,Providence,F,N/A,1,0,3,Data Scientist,10/15,02/17,N/A,N/A,N/A,N/A,N/A,N/A,3.12,0
1016,Providence College,2.76,Phd,Providence,N/A,0,0,1,1,Data Scientist,01/16,01/18,N/A,N/A,N/A,N/A,N/A,N/A,5.27,0
1017,Providence College,3.96,Masters,Providence,M,0,1,N/A,1,Data Scientist,10/15,02/17,N/A,N/A,N/A,N/A,N/A,N/A,6.64,0
1018,Providence College,3.57,Masters,Providence,M,N/A,0,1,4,Data Scientist,11/20,07/21,N/A,N/A,N/A,N/A,N/A,N/A,9.59,0
1019,Providence College,3.47,Masters,Providence,F,1,1,0,3,Data Scientist,02/20,01/21,N/A,N/A,N/A,N/A,N/A,N/A,1.43,1
1020,Providence College,2.23,Masters,Providence,M,0,1,N/A,2,Data Scientist,01/16,12/17,N/A,N/A,N/A,N/A,N/A,N/A,9.91,1
1021,Providence College,3.56,Phd,Providence,N/A,1,0,0,4,Data Scientist,01/21,03/22,N/A,N/A,N/A,N/A,N/A,N/A,2.05,0
1022,Providence College,3.57,Bachelors,Providence,N/A,1,0,1,1,Data Scientist,10/14,02/15,N/A,N/A,N/A,N/A,N/A,N/A,4.97,0
1023,Providence College,3.2,Bachelors,Providence,M,1,1,0,4,Data Scientist,02/21,02/23,N/A,N/A,N/A,N/A,N/A,N/A,4.14,1
1024,Providence College,3.98,Masters,Providence,M,1,1,N/A,0,Data Scientist,12/16,06/17,N/A,N/A,N/A,N/A,N/A,N/A,3.4,1
1025,Providence College,2.65,Masters,Providence,N/A,0,1,0,3,Data Scientist,03/20,10/21,N/A,N/A,N/A,N/A,N/A,N/A,2.37,0
1026,Providence College,3.88,Masters,Providence,M,N/A,1,N/A,2,Data Scientist,11/15,10/16,N/A,N/A,N/A,N/A,N/A,N/A,3.12,1
1027,Providence College,3.83,Bachelors,Providence,F,N/A,1,N/A,1,Data Scientist,09/20,06/22,N/A,N/A,N/A,N/A,N/A,N/A,6.61,0
1028,Providence College,2.02,Masters,Providence,M,0,0,1,4,Data Scientist,01/14,06/14,N/A,N/A,N/A,N/A,N/A,N/A,0.96,0
1029,Providence College,2.9,Phd,Providence,F,0,1,1,2,Data Scientist,09/19,06/20,N/A,N/A,N/A,N/A,N/A,N/A,7.62,1
1030,Providence College,3.95,Phd,Providence,M,1,1,N/A,3,Data Scientist,05/16,12/16,N/A,N/A,N/A,N/A,N/A,N/A,8.76,0
1031,Providence College,2.21,Phd,Providence,M,1,0,0,2,Data Scientist,11/18,07/20,N/A,N/A,N/A,N/A,N/A,N/A,2.78,1
1032,Providence College,3.1,Bachelors,Providence,N/A,0,0,N/A,3,Data Scientist,10/14,08/15,N/A,N/A,N/A,N/A,N/A,N/A,6.63,0
1033,Providence College,3.96,Masters,Providence,F,N/A,1,1,3,Data Scientist,09/18,12/19,N/A,N/A,N/A,N/A,N/A,N/A,2.46,0
1034,Providence College,3.11,Masters,Providence,N/A,1,0,0,3,Data Scientist,08/20,03/22,N/A,N/A,N/A,N/A,N/A,N/A,0.84,0
1035,Providence College,2.38,Masters,Providence,M,0,0,N/A,4,Data Scientist,01/17,11/18,N/A,N/A,N/A,N/A,N/A,N/A,3.88,1
1036,Providence College,3.16,Bachelors,Providence,N/A,0,0,1,3,Data Scientist,01/15,07/15,N/A,N/A,N/A,N/A,N/A,N/A,8.15,0
1037,Providence College,2.41,Bachelors,Providence,M,0,1,N/A,2,Data Scientist,05/18,11/18,N/A,N/A,N/A,N/A,N/A,N/A,5.63,1
1038,Providence College,3.04,Bachelors,Providence,M,1,1,N/A,0,Data Scientist,08/18,12/19,N/A,N/A,N/A,N/A,N/A,N/A,8.75,1
1039,Providence College,2.15,Bachelors,Providence,M,0,1,N/A,2,Data Scientist,08/14,04/15,N/A,N/A,N/A,N/A,N/A,N/A,3.36,1
1040,Providence College,3.21,Phd,Providence,F,N/A,0,0,4,Data Scientist,04/15,09/16,N/A,N/A,N/A,N/A,N/A,N/A,5.58,0
1041,Providence College,3.03,Bachelors,Providence,F,0,1,1,3,Data Scientist,06/16,12/16,N/A,N/A,N/A,N/A,N/A,N/A,9.93,1
1042,Providence College,3.48,Bachelors,Providence,F,1,1,1,0,Data Scientist,07/20,10/20,N/A,N/A,N/A,N/A,N/A,N/A,8.6,0
1043,Providence College,3.26,Bachelors,Providence,N/A,N/A,0,N/A,4,Data Scientist,04/21,04/22,N/A,N/A,N/A,N/A,N/A,N/A,1.13,0
1044,Providence College,3.1,Masters,Providence,M,N/A,1,N/A,1,Data Scientist,06/14,04/16,N/A,N/A,N/A,N/A,N/A,N/A,3.39,0
1045,Providence College,3.38,Masters,Providence,N/A,0,0,N/A,1,Data Scientist,08/19,09/20,N/A,N/A,N/A,N/A,N/A,N/A,7.18,0
1046,Providence College,2.29,Masters,Providence,N/A,0,0,0,1,Data Scientist,10/16,11/17,N/A,N/A,N/A,N/A,N/A,N/A,8.3,0
1047,Providence College,3.19,Phd,Providence,M,N/A,0,1,0,Data Scientist,04/16,02/18,N/A,N/A,N/A,N/A,N/A,N/A,7.61,1
1048,Providence College,2.34,Phd,Providence,N/A,0,0,N/A,2,Data Scientist,12/18,03/20,N/A,N/A,N/A,N/A,N/A,N/A,1.15,0
1049,Providence College,3.85,Bachelors,Providence,M,1,1,1,0,Data Scientist,02/18,11/18,N/A,N/A,N/A,N/A,N/A,N/A,1.69,1
1050,Providence College,2.14,Masters,Providence,M,N/A,1,N/A,0,Data Scientist,11/14,01/15,N/A,N/A,N/A,N/A,N/A,N/A,6.58,0
1051,Providence College,2.86,Phd,Providence,M,0,1,1,0,Data Scientist,10/17,02/19,N/A,N/A,N/A,N/A,N/A,N/A,5.03,1
1052,Providence College,3.39,Masters,Providence,M,N/A,0,N/A,1,Data Scientist,03/17,11/18,N/A,N/A,N/A,N/A,N/A,N/A,3.27,1
1053,Providence College,2.92,Phd,Providence,N/A,0,1,0,2,Data Scientist,08/18,02/19,N/A,N/A,N/A,N/A,N/A,N/A,0.86,0
1054,Providence College,2.18,Phd,Providence,N/A,0,1,N/A,0,Data Scientist,12/20,04/21,N/A,N/A,N/A,N/A,N/A,N/A,1.77,0
1055,Providence College,3.11,Bachelors,Providence,N/A,1,0,N/A,2,Data Scientist,12/18,04/20,N/A,N/A,N/A,N/A,N/A,N/A,2.57,0
1056,Providence College,3.28,Bachelors,Providence,F,0,0,N/A,3,Data Scientist,01/15,05/15,N/A,N/A,N/A,N/A,N/A,N/A,0.56,0
1057,Providence College,3.41,Phd,Providence,N/A,0,1,N/A,0,Data Scientist,02/17,07/17,N/A,N/A,N/A,N/A,N/A,N/A,0.3,0
1058,Providence College,2.75,Bachelors,Providence,N/A,0,0,N/A,0,Data Scientist,03/17,06/17,N/A,N/A,N/A,N/A,N/A,N/A,3.8,0
1059,Providence College,3.13,Phd,Providence,F,1,1,1,0,Data Scientist,07/15,07/17,N/A,N/A,N/A,N/A,N/A,N/A,4.16,0
1060,Providence College,2.9,Phd,Providence,M,0,0,1,3,Data Scientist,02/19,02/20,N/A,N/A,N/A,N/A,N/A,N/A,1.09,0
1061,Providence College,3.34,Masters,Providence,M,0,0,0,3,Data Scientist,04/18,02/19,N/A,N/A,N/A,N/A,N/A,N/A,1.51,0
1062,Providence College,3.17,Bachelors,Providence,M,0,1,N/A,1,Data Scientist,03/21,03/22,N/A,N/A,N/A,N/A,N/A,N/A,3.03,0
1063,Providence College,3.05,Bachelors,Providence,F,N/A,0,1,4,Data Scientist,01/21,09/22,N/A,N/A,N/A,N/A,N/A,N/A,1.63,1
1064,Providence College,2.5,Bachelors,Providence,N/A,1,0,1,2,Data Scientist,03/14,08/14,N/A,N/A,N/A,N/A,N/A,N/A,6.41,0
1065,Providence College,2.0,Masters,Providence,N/A,N/A,0,N/A,4,Data Scientist,09/15,01/16,N/A,N/A,N/A,N/A,N/A,N/A,5.95,0
1066,Providence College,2.35,Masters,Providence,N/A,1,1,N/A,0,Data Scientist,05/15,04/17,N/A,N/A,N/A,N/A,N/A,N/A,2.95,0
1067,Providence College,2.23,Masters,Providence,N/A,1,1,0,0,Data Scientist,02/19,08/20,N/A,N/A,N/A,N/A,N/A,N/A,0.42,0
1068,Providence College,2.9,Bachelors,Providence,F,N/A,1,0,1,Data Scientist,07/20,08/21,N/A,N/A,N/A,N/A,N/A,N/A,0.4,0
1069,Providence College,3.22,Bachelors,Providence,N/A,1,0,1,4,Data Scientist,10/17,09/19,N/A,N/A,N/A,N/A,N/A,N/A,4.88,0
1070,Providence College,2.43,Bachelors,Providence,M,1,0,0,0,Data Scientist,07/20,07/22,N/A,N/A,N/A,N/A,N/A,N/A,3.74,1
1071,Providence College,3.88,Masters,Providence,F,N/A,0,1,4,Data Scientist,06/19,01/21,N/A,N/A,N/A,N/A,N/A,N/A,7.07,0
1072,Providence College,2.01,Masters,Providence,F,0,0,0,1,Data Scientist,10/14,05/15,N/A,N/A,N/A,N/A,N/A,N/A,9.4,0
1073,Providence College,3.54,Phd,Providence,M,1,1,N/A,4,Data Scientist,05/19,09/19,N/A,N/A,N/A,N/A,N/A,N/A,7.56,1
1074,Providence College,3.25,Masters,Providence,M,N/A,1,0,2,Data Scientist,03/18,04/19,N/A,N/A,N/A,N/A,N/A,N/A,8.94,1
1075,Providence College,2.75,Phd,Providence,N/A,1,0,1,1,Data Scientist,06/14,10/15,N/A,N/A,N/A,N/A,N/A,N/A,5.99,0
1076,Providence College,2.1,Bachelors,Providence,M,N/A,1,0,4,Data Scientist,12/14,09/15,N/A,N/A,N/A,N/A,N/A,N/A,7.66,0
1077,Providence College,3.25,Masters,Providence,F,0,1,1,0,Data Scientist,07/18,11/18,N/A,N/A,N/A,N/A,N/A,N/A,9.38,1
1078,Providence College,2.77,Bachelors,Providence,F,1,1,1,3,Data Scientist,12/14,03/15,N/A,N/A,N/A,N/A,N/A,N/A,9.96,1
1079,Providence College,3.87,Bachelors,Providence,F,0,0,0,3,Data Scientist,08/19,07/21,N/A,N/A,N/A,N/A,N/A,N/A,0.92,0
1080,Providence College,3.08,Bachelors,Providence,N/A,0,1,0,1,Data Scientist,10/16,06/18,N/A,N/A,N/A,N/A,N/A,N/A,8.82,0
1081,Providence College,3.88,Bachelors,Providence,N/A,N/A,1,1,3,Data Scientist,08/16,06/18,N/A,N/A,N/A,N/A,N/A,N/A,1.65,0
1082,Providence College,2.44,Masters,Providence,M,1,1,N/A,2,Data Scientist,04/21,11/21,N/A,N/A,N/A,N/A,N/A,N/A,1.74,1
1083,Providence College,3.45,Bachelors,Providence,N/A,1,1,0,1,Data Scientist,11/17,08/18,N/A,N/A,N/A,N/A,N/A,N/A,9.5,0
1084,Providence College,3.23,Phd,Providence,N/A,1,1,1,0,Data Scientist,09/15,07/17,N/A,N/A,N/A,N/A,N/A,N/A,3.59,0
1085,Providence College,3.48,Masters,Providence,F,1,0,N/A,0,Data Scientist,09/21,08/23,N/A,N/A,N/A,N/A,N/A,N/A,9.95,0
1086,Providence College,2.43,Bachelors,Providence,F,1,1,1,1,Data Scientist,01/17,11/18,N/A,N/A,N/A,N/A,N/A,N/A,4.48,0
1087,Providence College,3.33,Masters,Providence,M,N/A,1,0,3,Data Scientist,06/18,12/19,N/A,N/A,N/A,N/A,N/A,N/A,2.69,0
1088,Providence College,3.0,Phd,Providence,F,1,0,1,3,Data Scientist,06/20,02/21,N/A,N/A,N/A,N/A,N/A,N/A,0.63,0
1089,Providence College,3.49,Bachelors,Providence,N/A,0,1,1,0,Data Scientist,06/18,12/19,N/A,N/A,N/A,N/A,N/A,N/A,2.7,0
1090,Providence College,2.65,Phd,Providence,M,0,0,1,2,Data Scientist,06/14,03/15,N/A,N/A,N/A,N/A,N/A,N/A,5.42,1
1091,Providence College,3.78,Bachelors,Providence,M,1,0,0,3,Data Scientist,06/21,08/21,N/A,N/A,N/A,N/A,N/A,N/A,2.01,0
1092,Providence College,2.17,Phd,Providence,F,N/A,0,N/A,2,Data Scientist,12/21,08/22,N/A,N/A,N/A,N/A,N/A,N/A,4.0,1
1093,Providence College,3.61,Bachelors,Providence,F,N/A,0,N/A,3,Data Scientist,09/16,02/18,N/A,N/A,N/A,N/A,N/A,N/A,7.92,0
1094,Providence College,3.72,Masters,Providence,F,1,1,N/A,1,Data Scientist,05/14,08/15,N/A,N/A,N/A,N/A,N/A,N/A,9.87,0
1095,Providence College,3.63,Bachelors,Providence,M,0,1,N/A,4,Data Scientist,08/14,02/16,N/A,N/A,N/A,N/A,N/A,N/A,6.81,1
1096,Providence College,3.03,Masters,Providence,F,1,0,0,0,Data Scientist,01/18,12/19,N/A,N/A,N/A,N/A,N/A,N/A,5.13,0
1097,Providence College,2.88,Bachelors,Providence,N/A,1,1,1,1,Data Scientist,03/17,08/17,N/A,N/A,N/A,N/A,N/A,N/A,9.67,0
1098,Providence College,3.99,Bachelors,Providence,M,1,0,N/A,3,Data Scientist,09/18,06/20,N/A,N/A,N/A,N/A,N/A,N/A,3.05,1
1099,Providence College,2.46,Phd,Providence,F,N/A,1,N/A,0,Data Scientist,10/18,08/20,N/A,N/A,N/A,N/A,N/A,N/A,1.97,0
1100,Providence College,3.09,Phd,Providence,N/A,N/A,1,0,4,Data Scientist,04/18,03/19,N/A,N/A,N/A,N/A,N/A,N/A,2.31,0
1101,Providence College,3.34,Phd,Providence,N/A,0,0,1,4,Data Scientist,02/21,10/22,N/A,N/A,N/A,N/A,N/A,N/A,3.26,0
1102,Providence College,3.4,Bachelors,Providence,F,0,1,1,3,Data Scientist,01/18,08/18,N/A,N/A,N/A,N/A,N/A,N/A,2.3,0
1103,Providence College,2.41,Bachelors,Providence,N/A,1,0,N/A,0,Data Scientist,07/17,12/17,N/A,N/A,N/A,N/A,N/A,N/A,2.28,0
1104,Providence College,3.31,Bachelors,Providence,M,0,1,N/A,3,Data Scientist,04/17,09/17,N/A,N/A,N/A,N/A,N/A,N/A,2.84,1
1105,Providence College,3.64,Masters,Providence,M,1,1,1,4,Data Scientist,04/16,04/17,N/A,N/A,N/A,N/A,N/A,N/A,8.33,1
1106,Providence College,2.1,Masters,Providence,N/A,0,1,0,1,Data Scientist,07/18,06/20,N/A,N/A,N/A,N/A,N/A,N/A,5.06,0
1107,Providence College,3.82,Bachelors,Providence,M,1,0,1,1,Data Scientist,04/20,02/22,N/A,N/A,N/A,N/A,N/A,N/A,7.41,0
1108,Providence College,2.06,Phd,Providence,F,N/A,0,1,2,Data Scientist,08/16,04/17,N/A,N/A,N/A,N/A,N/A,N/A,4.41,1
1109,Providence College,2.71,Phd,Providence,N/A,1,0,N/A,4,Data Scientist,02/17,02/18,N/A,N/A,N/A,N/A,N/A,N/A,4.1,0
1110,Providence College,2.03,Phd,Providence,M,N/A,1,0,4,Data Scientist,01/20,04/21,N/A,N/A,N/A,N/A,N/A,N/A,5.85,1
1111,Providence College,2.15,Bachelors,Providence,F,N/A,0,0,3,Data Scientist,11/17,07/19,N/A,N/A,N/A,N/A,N/A,N/A,3.12,0
1112,Providence College,3.82,Phd,Providence,F,0,0,0,2,Data Scientist,01/18,11/19,N/A,N/A,N/A,N/A,N/A,N/A,2.82,0
1113,Providence College,2.71,Bachelors,Providence,M,0,0,N/A,2,Data Scientist,03/15,05/16,N/A,N/A,N/A,N/A,N/A,N/A,0.35,1
1114,Providence College,2.85,Masters,Providence,N/A,N/A,1,0,0,Data Scientist,09/17,02/18,N/A,N/A,N/A,N/A,N/A,N/A,6.97,0
1115,Providence College,2.43,Phd,Providence,F,1,1,0,3,Data Scientist,05/20,01/22,N/A,N/A,N/A,N/A,N/A,N/A,5.21,0
1116,Providence College,3.19,Masters,Providence,F,1,1,N/A,1,Data Scientist,04/20,01/22,N/A,N/A,N/A,N/A,N/A,N/A,3.32,1
1117,Providence College,3.19,Phd,Providence,F,0,1,1,0,Data Scientist,09/18,08/19,N/A,N/A,N/A,N/A,N/A,N/A,5.28,1
1118,Providence College,2.74,Bachelors,Providence,F,1,0,0,2,Data Scientist,07/20,08/21,N/A,N/A,N/A,N/A,N/A,N/A,2.1,1
1119,Providence College,2.67,Bachelors,Providence,N/A,1,1,1,1,Data Scientist,01/15,03/16,N/A,N/A,N/A,N/A,N/A,N/A,0.08,0
1120,Providence College,3.77,Bachelors,Providence,M,1,0,0,4,Data Scientist,12/14,09/16,N/A,N/A,N/A,N/A,N/A,N/A,0.95,1
1121,Providence College,2.77,Bachelors,Providence,M,N/A,1,1,3,Data Scientist,07/16,06/17,N/A,N/A,N/A,N/A,N/A,N/A,4.83,1
1122,Providence College,2.99,Phd,Providence,M,N/A,0,1,2,Data Scientist,02/18,05/19,N/A,N/A,N/A,N/A,N/A,N/A,0.99,0
1123,Providence College,2.57,Masters,Providence,F,1,0,N/A,4,Data Scientist,10/20,06/22,N/A,N/A,N/A,N/A,N/A,N/A,2.46,0
