,Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3,Resume score,prediction
1020,1021,Alabama State University,3.56,Phd,Chandler,N/A,1,0,0,4,Dietitian,01/21,03/22,Firefighter,04/20,08/21,N/A,N/A,N/A,9.56,0
1021,1022,MacMurray College,3.57,Bachelors,Madison,N/A,1,0,1,1,Pediatric Nurse,10/14,02/15,N/A,N/A,N/A,N/A,N/A,N/A,1.47,0
1022,1023,Long Island University,3.2,Bachelors,Columbus,M,1,1,0,4,Telecommunications Specialist,02/21,02/23,N/A,N/A,N/A,N/A,N/A,N/A,7.65,0
1023,1024,Savannah State University,3.98,Masters,Lexington,M,1,1,N/A,0,Pharmacist,12/16,06/17,N/A,N/A,N/A,N/A,N/A,N/A,8.82,1
1024,1025,Seattle Pacific University,2.65,Masters,Fort Worth,N/A,0,1,0,3,Civil Engineer,03/20,10/21,N/A,N/A,N/A,N/A,N/A,N/A,8.54,0
1025,1026,Medical College of Georgia,3.88,Masters,Washington,M,N/A,1,N/A,2,Environmental Scientist,11/15,10/16,Human Resources Specialist,09/14,07/15,Environmental Scientist,03/14,08/14,9.96,0
1026,1027,North Carolina Agricultural and Technical State University,3.83,Bachelors,Anchorage,F,N/A,1,N/A,1,Speech-Language Pathologist,09/20,06/22,Occupational Therapist,10/18,09/20,N/A,N/A,N/A,2.49,0
1027,1028,Pennsylvania Academy of the Fine Arts,2.02,Masters,Norfolk,M,0,0,1,4,Pharmacist,01/14,06/14,Public Relations Officer,01/14,08/15,N/A,N/A,N/A,2.41,0
1028,1029,Newschool of Architecture and Design,2.9,Phd,Indianapolis,F,0,1,1,2,Logistician,09/19,06/20,N/A,N/A,N/A,N/A,N/A,N/A,8.39,0
1029,1030,Wagner College,3.95,Phd,Atlanta,M,1,1,N/A,3,Civil Engineer,05/16,12/16,Marine Biologist,09/14,12/15,N/A,N/A,N/A,5.62,0
1030,1031,Cosmopolitan University,2.21,Phd,Chandler,M,1,0,0,2,Civil Engineer,11/18,07/20,Veterinarian,01/16,07/16,Social Media Coordinator,11/15,05/17,9.31,0
1031,1032,Ohio University - Eastern,3.1,Bachelors,Detroit,N/A,0,0,N/A,3,Occupational Therapist,10/14,08/15,N/A,N/A,N/A,N/A,N/A,N/A,2.61,0
1032,1033,Benedictine College,3.96,Masters,Sacramento,F,N/A,1,1,3,Human Resources Specialist,09/18,12/19,Urban Planner,04/17,06/18,N/A,N/A,N/A,2.42,0
1033,1034,California Institute of the Arts,3.11,Masters,Miami,N/A,1,0,0,3,AI Researcher,08/20,03/22,Mechanical Engineer,06/16,02/17,N/A,N/A,N/A,2.59,0
1034,1035,Santa Clara University,2.38,Masters,Garland,M,0,0,N/A,4,Quality Assurance Manager,01/17,11/18,Industrial Designer,01/14,06/15,N/A,N/A,N/A,4.76,0
1035,1036,Bob Jones University,3.16,Bachelors,London,N/A,0,0,1,3,Occupational Therapist,01/15,07/15,Logistician,01/14,08/15,N/A,N/A,N/A,1.67,0
1036,1037,Valparaiso University,2.41,Bachelors,Toledo,M,0,1,N/A,2,Biomedical Engineer,05/18,11/18,N/A,N/A,N/A,N/A,N/A,N/A,1.96,1
1037,1038,Marygrove College,3.04,Bachelors,Durham,M,1,1,N/A,0,AI Researcher,08/18,12/19,N/A,N/A,N/A,N/A,N/A,N/A,0.32,1
1038,1039,South Carolina State University,2.15,Bachelors,Cincinnati,M,0,1,N/A,2,Fashion Designer,08/14,04/15,Quality Assurance Manager,01/14,05/15,Pharmacist,01/14,09/14,0.46,1
1039,1040,Appalachian Bible College,3.21,Phd,Portland,F,N/A,0,0,4,Logistician,04/15,09/16,N/A,N/A,N/A,N/A,N/A,N/A,6.42,0
1040,1041,Rust College,3.03,Bachelors,Anchorage,F,0,1,1,3,Customer Service Manager,06/16,12/16,Firefighter,01/15,02/16,N/A,N/A,N/A,3.07,0
1041,1042,Western Washington University,3.48,Bachelors,Durham,F,1,1,1,0,Customer Service Manager,07/20,10/20,Social Media Coordinator,02/14,09/15,N/A,N/A,N/A,9.6,0
1042,1043,Madonna University,3.26,Bachelors,Phoenix,N/A,N/A,0,N/A,4,Civil Engineer,04/21,04/22,Content Writer,06/16,01/18,N/A,N/A,N/A,4.23,0
1043,1044,Lock Haven University of Pennsylvania,3.1,Masters,Fresno,M,N/A,1,N/A,1,Web Developer,06/14,04/16,Software Developer,02/14,08/14,Real Estate Agent,01/14,02/15,4.98,1
1044,1045,Jackson State University,3.38,Masters,Portland,N/A,0,0,N/A,1,Software Developer,08/19,09/20,N/A,N/A,N/A,N/A,N/A,N/A,9.86,0
1045,1046,The Art Institutes International San Francisco,2.29,Masters,Dallas,N/A,0,0,0,1,Content Writer,10/16,11/17,N/A,N/A,N/A,N/A,N/A,N/A,8.44,0
1046,1047,Qurtuba University of Science and Infromation Technology,3.19,Phd,Jersey City,M,N/A,0,1,0,Social Media Coordinator,04/16,02/18,N/A,N/A,N/A,N/A,N/A,N/A,7.52,1
1047,1048,University of Louisville,2.34,Phd,Riverside,N/A,0,0,N/A,2,Archaeologist,12/18,03/20,Quality Assurance Manager,12/17,02/18,N/A,N/A,N/A,1.37,0
1048,1049,Azusa Pacific University,3.85,Bachelors,Richmond,M,1,1,1,0,Customer Service Manager,02/18,11/18,Dental Hygienist,08/16,10/17,N/A,N/A,N/A,2.46,0
1049,1050,Pace University  Pleasantville/Briarcliff,2.14,Masters,Durham,M,N/A,1,N/A,0,Aircraft Pilot,11/14,01/15,Aircraft Pilot,07/14,07/16,N/A,N/A,N/A,3.17,1
1050,1051,Fort Valley State College,2.86,Phd,Nashville,M,0,1,1,0,Dental Hygienist,10/17,02/19,Real Estate Agent,06/14,12/14,Firefighter,06/14,09/14,6.29,0
1051,1052,Dakota State University,3.39,Masters,Anaheim,M,N/A,0,N/A,1,Public Relations Officer,03/17,11/18,SEO Specialist,10/15,10/16,Event Planner,06/14,10/14,8.14,0
1052,1053,DePauw University,2.92,Phd,Toledo,N/A,0,1,0,2,IT Consultant,08/18,02/19,Sales Representative,08/14,01/16,N/A,N/A,N/A,2.53,0
1053,1054,Universidad de Magallanes,2.18,Phd,Anchorage,N/A,0,1,N/A,0,Event Planner,12/20,04/21,Dental Hygienist,06/17,07/18,Environmental Scientist,06/16,01/18,8.27,0
1054,1055,Macalester College,3.11,Bachelors,Albuquerque,N/A,1,0,N/A,2,Supply Chain Analyst,12/18,04/20,Marine Biologist,08/15,12/16,Content Writer,06/15,01/16,1.55,0
1055,1056,Franklin Pierce College,3.28,Bachelors,Lubbock,F,0,0,N/A,3,Public Relations Officer,01/15,05/15,Customer Service Manager,10/14,12/15,Firefighter,03/14,09/15,2.1,1
1056,1057,Evergreen State College,3.41,Phd,Kansas City,N/A,0,1,N/A,0,Content Writer,02/17,07/17,N/A,N/A,N/A,N/A,N/A,N/A,3.76,0
1057,1058,Jai Prakash University,2.75,Bachelors,Baton Rouge,N/A,0,0,N/A,0,Chemical Technician,03/17,06/17,Marine Biologist,06/15,09/15,Speech-Language Pathologist,03/15,12/15,3.42,0
1058,1059,Judson College Elgin,3.13,Phd,Kansas City,F,1,1,1,0,Data Scientist,07/15,07/17,Video Game Developer,03/14,07/15,N/A,N/A,N/A,2.41,1
1059,1060,West Virginia School of Osteopathic Medicine,2.9,Phd,Washington,M,0,0,1,3,Event Planner,02/19,02/20,N/A,N/A,N/A,N/A,N/A,N/A,9.73,0
1060,1061,University of Montana Western,3.34,Masters,Arlington,M,0,0,0,3,Video Game Developer,04/18,02/19,Quality Assurance Manager,11/16,03/18,Investment Banker,05/14,10/15,1.24,0
1061,1062,Wheeling Jesuit University,3.17,Bachelors,Houston,M,0,1,N/A,1,High School Teacher,03/21,03/22,Content Writer,09/17,10/18,N/A,N/A,N/A,3.8,0
1062,1063,Lee University,3.05,Bachelors,Detroit,F,N/A,0,1,4,Pharmacist,01/21,09/22,Paramedic,02/15,07/16,Speech-Language Pathologist,02/14,12/14,5.53,0
1063,1064,Tennessee State University,2.5,Bachelors,Stockton,N/A,1,0,1,2,Pharmacist,03/14,08/14,Aircraft Pilot,03/14,02/16,N/A,N/A,N/A,9.59,0
1064,1065,Northern Virginia Community College,2.0,Masters,Atlanta,N/A,N/A,0,N/A,4,Real Estate Agent,09/15,01/16,Real Estate Agent,12/14,07/15,N/A,N/A,N/A,5.84,0
1065,1066,Nebraska Wesleyan University,2.35,Masters,Hialeah,N/A,1,1,N/A,0,Content Writer,05/15,04/17,Real Estate Agent,04/15,01/16,Biomedical Engineer,11/14,09/16,1.0,0
1066,1067,University of Central Texas,2.23,Masters,Tampa,N/A,1,1,0,0,Real Estate Agent,02/19,08/20,Industrial Designer,08/17,08/19,Logistician,03/17,06/17,4.6,0
1067,1068,International Academy of  Merchandising and Design Tampa,2.9,Bachelors,Omaha,F,N/A,1,0,1,Paramedic,07/20,08/21,N/A,N/A,N/A,N/A,N/A,N/A,0.98,0
1068,1069,Kansas City Art Institute,3.22,Bachelors,Kansas City,N/A,1,0,1,4,Graphic Designer,10/17,09/19,Speech-Language Pathologist,06/15,11/15,High School Teacher,04/14,01/16,3.45,0
1069,1070,The American College,2.43,Bachelors,Glendale,M,1,0,0,0,Quality Assurance Manager,07/20,07/22,Urban Planner,06/18,09/19,N/A,N/A,N/A,2.49,0
1070,1071,Assumption College,3.88,Masters,Jersey City,F,N/A,0,1,4,Event Planner,06/19,01/21,N/A,N/A,N/A,N/A,N/A,N/A,7.13,0
1071,1072,Pillsbury Baptist Bible College,2.01,Masters,Jersey City,F,0,0,0,1,Construction Site Manager,10/14,05/15,Chemical Technician,09/14,05/16,N/A,N/A,N/A,5.39,0
1072,1073,Oral Roberts University,3.54,Phd,Orlando,M,1,1,N/A,4,Graphic Designer,05/19,09/19,SEO Specialist,04/16,11/16,N/A,N/A,N/A,6.59,0
1073,1074,Oklahoma State University - Oklahoma City,3.25,Masters,Aurora,M,N/A,1,0,2,Software Developer,03/18,04/19,Veterinarian,05/14,03/15,Industrial Designer,02/14,04/14,7.41,0
1074,1075,Edward Waters College,2.75,Phd,San Francisco,N/A,1,0,1,1,Multimedia Artist,06/14,10/15,Quality Assurance Manager,05/14,11/15,N/A,N/A,N/A,6.78,0
1075,1076,Wilbur Wright College,2.1,Bachelors,San Jose,M,N/A,1,0,4,Archaeologist,12/14,09/15,Video Game Developer,07/14,10/14,Supply Chain Analyst,07/14,01/16,7.3,0
1076,1077,Abilene Christian University,3.25,Masters,Durham,F,0,1,1,0,Sales Representative,07/18,11/18,Video Game Developer,04/15,09/16,N/A,N/A,N/A,8.7,0
1077,1078,Anderson University,2.77,Bachelors,Fort Worth,F,1,1,1,3,Public Relations Officer,12/14,03/15,N/A,N/A,N/A,N/A,N/A,N/A,2.6,1
1078,1079,ITT Technical Institute Indianapolis,3.87,Bachelors,Anchorage,F,0,0,0,3,Graphic Designer,08/19,07/21,Graphic Designer,03/19,06/19,Cybersecurity Analyst,07/15,06/16,2.8,0
1079,1080,Kaplan University,3.08,Bachelors,Milwaukee,N/A,0,1,0,1,Logistician,10/16,06/18,N/A,N/A,N/A,N/A,N/A,N/A,0.3,0
1080,1081,Ursuline College,3.88,Bachelors,Milwaukee,N/A,N/A,1,1,3,Public Relations Officer,08/16,06/18,Sales Representative,04/15,07/15,Mechanical Engineer,07/14,02/15,1.04,0
1081,1082,Texas A&M University - Kingsville,2.44,Masters,Orlando,M,1,1,N/A,2,Sales Representative,04/21,11/21,N/A,N/A,N/A,N/A,N/A,N/A,7.3,1
1082,1083,East Stroudsburg State University,3.45,Bachelors,Saint Paul,N/A,1,1,0,1,Environmental Scientist,11/17,08/18,Supply Chain Analyst,05/14,03/16,Marketing Manager,01/14,05/14,0.91,0
1083,1084,Medical University of South Carolina,3.23,Phd,San Antonio,N/A,1,1,1,0,Public Relations Officer,09/15,07/17,N/A,N/A,N/A,N/A,N/A,N/A,9.47,0
1084,1085,Finch University of Health Sciences - The Chicago Medical School,3.48,Masters,Tampa,F,1,0,N/A,0,Content Writer,09/21,08/23,N/A,N/A,N/A,N/A,N/A,N/A,9.37,0
1085,1086,Wabash College,2.43,Bachelors,Riverside,F,1,1,1,1,Customer Service Manager,01/17,11/18,Project Manager,03/14,09/15,Dental Hygienist,01/14,07/14,0.55,0
1086,1087,American Conservatory of Music,3.33,Masters,Fresno,M,N/A,1,0,3,Chemical Technician,06/18,12/19,Logistician,04/17,06/18,Content Writer,07/15,11/15,4.79,0
1087,1088,State University of New York at Stony Brook,3.0,Phd,Colorado Springs,F,1,0,1,3,Sales Representative,06/20,02/21,Financial Analyst,11/18,08/20,N/A,N/A,N/A,9.76,1
1088,1089,Augustana College,3.49,Bachelors,Miami,N/A,0,1,1,0,Real Estate Agent,06/18,12/19,Biomedical Engineer,03/17,03/19,N/A,N/A,N/A,4.76,0
1089,1090,Oklahoma Christian University,2.65,Phd,Mesa,M,0,0,1,2,SEO Specialist,06/14,03/15,AI Researcher,03/14,08/15,Web Developer,02/14,11/14,8.01,1
1090,1091,University of Arizona,3.78,Bachelors,Las Vegas,M,1,0,0,3,Speech-Language Pathologist,06/21,08/21,Marine Biologist,01/16,06/16,Graphic Designer,12/15,05/16,1.19,0
1091,1092,Berne University,2.17,Phd,Mesa,F,N/A,0,N/A,2,Public Relations Officer,12/21,08/22,N/A,N/A,N/A,N/A,N/A,N/A,10.0,0
1092,1093,Carlos Albizu University,3.61,Bachelors,Anchorage,F,N/A,0,N/A,3,Marketing Manager,09/16,02/18,N/A,N/A,N/A,N/A,N/A,N/A,6.9,0
1093,1094,Institute of Transpersonal Psychology,3.72,Masters,Riverside,F,1,1,N/A,1,Firefighter,05/14,08/15,Industrial Designer,04/14,05/15,N/A,N/A,N/A,5.08,0
1094,1095,Eastern Connecticut State University,3.63,Bachelors,Orlando,M,0,1,N/A,4,Social Media Coordinator,08/14,02/16,Investment Banker,07/14,05/15,N/A,N/A,N/A,2.79,1
1095,1096,Baltimore International College,3.03,Masters,Buffalo,F,1,0,0,0,Quality Assurance Manager,01/18,12/19,Human Resources Specialist,04/15,04/16,N/A,N/A,N/A,9.75,0
1096,1097,Lee University,2.88,Bachelors,Honolulu,N/A,1,1,1,1,Aircraft Pilot,03/17,08/17,N/A,N/A,N/A,N/A,N/A,N/A,5.03,0
1097,1098,Wilmington College,3.99,Bachelors,Stockton,M,1,0,N/A,3,High School Teacher,09/18,06/20,N/A,N/A,N/A,N/A,N/A,N/A,3.45,1
1098,1099,Southern University - Baton Rouge,2.46,Phd,Milwaukee,F,N/A,1,N/A,0,Public Relations Officer,10/18,08/20,N/A,N/A,N/A,N/A,N/A,N/A,1.66,0
1099,1100,Central Christian College of the Bible,3.09,Phd,Toledo,N/A,N/A,1,0,4,Video Game Developer,04/18,03/19,Speech-Language Pathologist,08/16,11/16,N/A,N/A,N/A,6.74,0
1100,1101,University of Southern Queensland,3.34,Phd,Albuquerque,N/A,0,0,1,4,IT Consultant,02/21,10/22,Aircraft Pilot,06/15,03/16,Graphic Designer,10/14,04/15,7.81,0
1101,1102,Oglethorpe University,3.4,Bachelors,San Jose,F,0,1,1,3,Aircraft Pilot,01/18,08/18,Chemical Technician,11/17,04/18,N/A,N/A,N/A,4.82,0
1102,1103,Calumet College of St. Joseph,2.41,Bachelors,Wichita,N/A,1,0,N/A,0,Archaeologist,07/17,12/17,N/A,N/A,N/A,N/A,N/A,N/A,5.43,0
1103,1104,Dana College,3.31,Bachelors,Gilbert,M,0,1,N/A,3,Wind Turbine Technician,04/17,09/17,Environmental Scientist,11/15,02/16,N/A,N/A,N/A,1.3,0
1104,1105,National Theatre Conservatory,3.64,Masters,Los Angeles,M,1,1,1,4,Marine Biologist,04/16,04/17,Web Developer,04/14,08/14,N/A,N/A,N/A,2.99,0
1105,1106,University of Texas Medical Branch Galveston,2.1,Masters,London,N/A,0,1,0,1,Human Resources Specialist,07/18,06/20,Project Manager,08/17,11/17,N/A,N/A,N/A,1.54,0
1106,1107,La Salle University,3.82,Bachelors,New York,M,1,0,1,1,Software Developer,04/20,02/22,Human Resources Specialist,08/19,01/21,N/A,N/A,N/A,3.19,1
1107,1108,Webster University North Florida,2.06,Phd,Philadelphia,F,N/A,0,1,2,Wind Turbine Technician,08/16,04/17,N/A,N/A,N/A,N/A,N/A,N/A,3.13,0
1108,1109,Denison University,2.71,Phd,Vancouver,N/A,1,0,N/A,4,Real Estate Agent,02/17,02/18,Veterinarian,11/15,08/17,N/A,N/A,N/A,6.91,0
1109,1110,Hollins University,2.03,Phd,Dallas,M,N/A,1,0,4,Multimedia Artist,01/20,04/21,N/A,N/A,N/A,N/A,N/A,N/A,1.48,0
1110,1111,Lawrence Technological University,2.15,Bachelors,Portland,F,N/A,0,0,3,Pediatric Nurse,11/17,07/19,Fashion Designer,01/14,03/15,N/A,N/A,N/A,2.94,0
1111,1112,Southern New Hampshire University,3.82,Phd,Oakland,F,0,0,0,2,Firefighter,01/18,11/19,N/A,N/A,N/A,N/A,N/A,N/A,0.88,0
1112,1113,Mills College,2.71,Bachelors,Colorado Springs,M,0,0,N/A,2,SEO Specialist,03/15,05/16,AI Researcher,04/14,06/14,Real Estate Agent,03/14,07/14,2.03,0
1113,1114,Rocky Mountain College of Art and Design,2.85,Masters,Cincinnati,N/A,N/A,1,0,0,SEO Specialist,09/17,02/18,N/A,N/A,N/A,N/A,N/A,N/A,9.53,0
1114,1115,Samuel Merritt College,2.43,Phd,Anchorage,F,1,1,0,3,Graphic Designer,05/20,01/22,N/A,N/A,N/A,N/A,N/A,N/A,0.2,1
1115,1116,Marygrove College,3.19,Masters,Gilbert,F,1,1,N/A,1,Multimedia Artist,04/20,01/22,Software Developer,12/15,08/17,Content Writer,12/14,06/16,9.48,0
1116,1117,Yeshiva University,3.19,Phd,Toledo,F,0,1,1,0,Fashion Designer,09/18,08/19,Forensic Accountant,01/16,03/16,Archaeologist,03/15,08/15,9.98,0
1117,1118,Green Mountain College,2.74,Bachelors,St. Petersburg,F,1,0,0,2,Occupational Therapist,07/20,08/21,Archaeologist,01/17,07/18,Human Resources Specialist,02/16,10/17,4.85,0
1118,1119,Armstrong University,2.67,Bachelors,Durham,N/A,1,1,1,1,SEO Specialist,01/15,03/16,Financial Analyst,07/14,09/15,SEO Specialist,03/14,12/15,4.77,0
1119,1120,East Carolina University,3.77,Bachelors,Saint Paul,M,1,0,0,4,Forensic Accountant,12/14,09/16,Pharmacist,10/14,04/16,Supply Chain Analyst,05/14,11/14,1.02,1
1120,1121,Averett College,2.77,Bachelors,Miami,M,N/A,1,1,3,Quality Assurance Manager,07/16,06/17,Supply Chain Analyst,03/15,09/16,Financial Analyst,05/14,02/16,3.9,0
1121,1122,St. Vincent College,2.99,Phd,Portland,M,N/A,0,1,2,Marine Biologist,02/18,05/19,Pediatric Nurse,09/16,10/17,N/A,N/A,N/A,4.56,0
1122,1123,University of South Carolina - Lancaster,2.57,Masters,Chesapeake,F,1,0,N/A,4,Marketing Manager,10/20,06/22,Telecommunications Specialist,02/18,06/19,N/A,N/A,N/A,2.51,0
1123,1124,Lasell College,3.57,Bachelors,Virginia Beach,N/A,0,1,N/A,2,Financial Analyst,09/14,07/16,Pharmacist,08/14,07/15,Archaeologist,07/14,02/15,9.54,0
1124,1125,Keuka College,2.79,Phd,Tulsa,M,1,0,0,1,Wind Turbine Technician,04/20,02/22,N/A,N/A,N/A,N/A,N/A,N/A,8.65,0
1125,1126,Louisiana State University at Eunice,3.03,Masters,Charlotte,N/A,0,0,0,0,Public Relations Officer,07/20,12/20,N/A,N/A,N/A,N/A,N/A,N/A,5.32,0
1126,1127,Southern University - Baton Rouge,2.51,Bachelors,Madison,M,N/A,0,N/A,1,Data Scientist,08/14,02/15,Mechanical Engineer,05/14,09/14,IT Consultant,02/14,06/14,3.13,1
1127,1128,Aurora University,3.98,Masters,Seattle,F,1,0,0,3,Fashion Designer,01/20,12/20,Logistician,02/17,06/18,N/A,N/A,N/A,6.7,0
1128,1129,Western State College,2.58,Bachelors,Pittsburgh,M,1,1,0,3,Multimedia Artist,06/20,11/21,Archaeologist,06/18,11/19,N/A,N/A,N/A,4.61,0
1129,1130,Long Island University,3.54,Masters,Norfolk,F,0,1,N/A,2,Quality Assurance Manager,08/19,01/21,N/A,N/A,N/A,N/A,N/A,N/A,0.07,0
1130,1131,Spring Hill College,2.85,Masters,Fort Worth,F,0,0,1,1,Public Relations Officer,07/21,12/21,Urban Planner,06/14,06/15,Logistician,03/14,03/16,5.13,0
1131,1132,Maryville University of St. Louis,2.41,Bachelors,Arlington,M,1,1,0,0,Real Estate Agent,05/15,09/15,Public Relations Officer,04/14,04/15,N/A,N/A,N/A,2.35,1
1132,1133,East Carolina University,3.6,Phd,Toledo,N/A,1,0,N/A,3,Graphic Designer,04/15,10/16,Data Scientist,03/14,09/15,Quality Assurance Manager,02/14,04/15,2.22,0
1133,1134,Eastern Virginia Medical School,2.67,Masters,Raleigh,F,0,0,0,0,Dietitian,11/20,06/22,Firefighter,02/19,02/20,Graphic Designer,02/17,10/18,2.71,0
1134,1135,University of Luxemburg,3.73,Bachelors,Oklahoma City,N/A,N/A,1,0,4,Industrial Designer,12/17,04/18,N/A,N/A,N/A,N/A,N/A,N/A,8.83,0
1135,1136,Southern University - Shreveport,3.83,Masters,Greensboro,M,0,0,N/A,2,Quality Assurance Manager,06/15,09/16,Firefighter,03/14,01/16,Forensic Accountant,01/14,06/15,0.1,0
1136,1137,Carleton College,3.72,Masters,Charlotte,F,1,1,N/A,0,Web Developer,12/19,03/21,Telecommunications Specialist,06/19,01/21,Forensic Accountant,04/14,07/15,0.04,0
1137,1138,Birmingham-Southern College,2.07,Phd,Raleigh,N/A,N/A,0,0,2,Pediatric Nurse,08/17,11/18,N/A,N/A,N/A,N/A,N/A,N/A,5.0,0
1138,1139,The McGregor School of Antioch University,3.57,Masters,Sacramento,F,N/A,1,0,4,Real Estate Agent,09/16,06/17,Dental Hygienist,03/15,02/16,N/A,N/A,N/A,8.64,0
1139,1140,National College of Chiropractic,2.82,Masters,Irvine,M,N/A,1,1,0,Software Developer,03/19,12/20,Occupational Therapist,02/18,08/18,Data Scientist,03/16,09/17,4.66,0
1140,1141,Spring Hill College,3.75,Bachelors,Laredo,F,N/A,0,1,0,Graphic Designer,05/19,05/20,N/A,N/A,N/A,N/A,N/A,N/A,3.84,0
1141,1142,New York Institute of Technology,3.28,Bachelors,Kansas City,M,1,1,N/A,4,Data Scientist,03/20,10/21,Occupational Therapist,03/14,06/14,N/A,N/A,N/A,8.67,0
1142,1143,George Washington University,3.67,Phd,San Diego,N/A,N/A,0,0,1,High School Teacher,01/21,06/21,Multimedia Artist,08/15,03/16,Pediatric Nurse,06/15,09/16,5.64,0
1143,1144,Lander University,3.0,Masters,El Paso,F,0,1,N/A,0,Occupational Therapist,07/21,07/22,Occupational Therapist,02/19,09/19,N/A,N/A,N/A,6.74,0
1144,1145,Pacific Union College,3.07,Masters,Aurora,N/A,0,0,N/A,0,Dental Hygienist,10/16,02/18,N/A,N/A,N/A,N/A,N/A,N/A,9.31,0
1145,1146,University of Central Missouri,2.29,Masters,Orlando,M,0,1,0,3,SEO Specialist,03/21,06/21,Human Resources Specialist,08/15,08/17,Financial Analyst,01/14,05/15,8.07,0
1146,1147,Asbury College,3.57,Phd,Miami,M,1,1,1,1,Pediatric Nurse,12/20,11/22,N/A,N/A,N/A,N/A,N/A,N/A,9.44,1
1147,1148,Bauder College,2.84,Masters,Miami,N/A,N/A,1,N/A,0,Graphic Designer,03/17,04/18,N/A,N/A,N/A,N/A,N/A,N/A,2.92,0
1148,1149,Loma Linda University,3.0,Bachelors,Mesa,N/A,0,0,N/A,4,Data Scientist,03/15,09/16,Graphic Designer,07/14,11/14,Veterinarian,01/14,09/15,3.22,0
1149,1150,Miami University of Ohio - Middletown,3.57,Phd,Phoenix,M,0,1,0,2,Environmental Scientist,11/20,02/22,N/A,N/A,N/A,N/A,N/A,N/A,3.87,1
1150,1151,Bellarmine College,3.2,Bachelors,Fresno,N/A,0,0,1,4,Social Media Coordinator,12/16,02/17,Environmental Scientist,09/16,05/18,N/A,N/A,N/A,9.69,0
1151,1152,Bowdoin College,2.4,Bachelors,Louisville,M,N/A,1,1,1,Speech-Language Pathologist,07/15,04/16,N/A,N/A,N/A,N/A,N/A,N/A,8.42,0
1152,1153,St. Louis University,3.18,Phd,Virginia Beach,N/A,0,1,0,3,Marketing Manager,05/18,03/20,Supply Chain Analyst,08/15,07/17,Supply Chain Analyst,11/14,07/15,6.41,0
1153,1154,Spalding University,2.82,Bachelors,Fresno,M,N/A,0,N/A,3,Investment Banker,10/19,07/21,Real Estate Agent,06/15,04/17,Telecommunications Specialist,05/15,06/16,5.16,0
1154,1155,Limestone College,2.94,Masters,Portland,M,N/A,1,0,3,Fashion Designer,05/20,03/22,Cybersecurity Analyst,04/19,02/21,N/A,N/A,N/A,7.4,1
1155,1156,Tri-College University,2.06,Phd,Cleveland,F,N/A,0,0,4,Data Scientist,05/20,12/20,Fashion Designer,08/14,08/16,Multimedia Artist,05/14,11/14,7.56,0
1156,1157,Western State University College of Law,2.42,Bachelors,Fort Worth,M,1,0,1,2,Pediatric Nurse,10/19,09/21,N/A,N/A,N/A,N/A,N/A,N/A,1.6,1
1157,1158,National College of Chiropractic,2.56,Masters,Fort Wayne,M,1,0,N/A,2,Firefighter,09/18,12/18,N/A,N/A,N/A,N/A,N/A,N/A,8.04,1
1158,1159,Arizona Christian University,3.43,Masters,Baton Rouge,F,N/A,0,N/A,0,Supply Chain Analyst,02/21,05/21,Social Media Coordinator,07/15,07/17,Event Planner,05/15,01/16,3.73,0
1159,1160,Georgia Health Sciences University,2.02,Bachelors,Madison,F,N/A,0,1,2,Construction Site Manager,01/18,07/18,Multimedia Artist,04/14,01/15,N/A,N/A,N/A,3.55,0
1160,1161,Utah Valley State College,2.82,Masters,Tampa,N/A,1,1,N/A,2,Content Writer,10/20,05/22,Environmental Scientist,09/16,01/17,N/A,N/A,N/A,3.36,0
1161,1162,Andon College - Stockton,3.85,Phd,Atlanta,N/A,1,0,N/A,0,Aircraft Pilot,04/14,12/14,Cybersecurity Analyst,02/14,05/14,Speech-Language Pathologist,01/14,05/15,9.3,0
1162,1163,Texas College,2.22,Bachelors,New York,M,N/A,1,0,4,Dental Hygienist,09/15,08/17,N/A,N/A,N/A,N/A,N/A,N/A,4.25,0
1163,1164,Bryan College,3.03,Masters,Wichita,N/A,1,0,0,4,Industrial Designer,03/20,10/20,Fashion Designer,06/16,06/17,Industrial Designer,10/15,11/16,8.54,0
1164,1165,Bard Graduate Center for Studies in the Decorative Arts,3.57,Masters,Plano,N/A,0,0,0,1,Pediatric Nurse,04/14,06/15,Forensic Accountant,02/14,03/15,Biomedical Engineer,01/14,08/14,4.55,0
1165,1166,University of Tulsa,3.89,Bachelors,Virginia Beach,M,N/A,1,N/A,4,Customer Service Manager,07/16,05/17,Logistician,05/15,10/15,N/A,N/A,N/A,9.69,0
1166,1167,American International College,3.49,Bachelors,Plano,F,N/A,1,N/A,3,Speech-Language Pathologist,01/17,08/18,N/A,N/A,N/A,N/A,N/A,N/A,9.58,0
1167,1168,University of West Alabama,3.44,Bachelors,Pittsburgh,F,1,0,N/A,3,Sales Representative,06/14,12/14,Public Relations Officer,05/14,08/15,N/A,N/A,N/A,6.3,0
